danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,popularity,artists,album-name,release-date,name,lyrics,perplexity,nll,vader_sentiment,song_length,genre,topic_modelling
0.419,0.585,6,-5.435,1,0.0741,0.0258,0,0.143,0.256,72.635,audio_features,65MOTX6uSFAnqXl7dlAuId,spotify:track:65MOTX6uSFAnqXl7dlAuId,https://api.spotify.com/v1/tracks/65MOTX6uSFAnqXl7dlAuId,https://api.spotify.com/v1/audio-analysis/65MOTX6uSFAnqXl7dlAuId,236987,4,0,Demi Lovato,Tell Me You Love Me,8/24/17,Tell Me You Love Me," Oh no, here we go againFighting over what I saidI'm sorry, yeah I’m sorryBad at love, no, I'm not good at thisBut I can't say I’m innocentNot hardly, but I'm sorry And all my friends, they know and it's trueI don't know who I am without youI got it bad, babyGot it bad Oh, tell me you love meI need someone on days like this, I doOn days like thisOh, tell me you love meI need someoneOn days like this, I doOn days like thisOh, can you hear my heart sayOoohhhh, oohNo, you ain't nobody 'til you got somebodyYou ain't nobody 'til you got somebody",17.24556351,13.97081685,0.9986,1960,Other,4
0.557,0.803,0,-5.163,1,0.0309,0.026,0.0806,0.361,0.222,134.138,audio_features,2RcFSIybV45ZrKvGhHQIeD,spotify:track:2RcFSIybV45ZrKvGhHQIeD,https://api.spotify.com/v1/tracks/2RcFSIybV45ZrKvGhHQIeD,https://api.spotify.com/v1/audio-analysis/2RcFSIybV45ZrKvGhHQIeD,190240,4,16,Metric,Synthetica (Deluxe Edition),1/1/12,The Wanderlust," I've been sleepwalking through the railway stationWake me up when they call my destinationWhere I've been, I was bound to leave behindAll device and all disease was mine  Speeding out of reach  You're the one I had to meet  I never wanted to go home The wanderlust will carry us on There was nothing there for me The wanderlust will carry us on In a high rise on my own I've been on the prince of highways for so long Looking out at a mirror balcony Wanderlust will carry us on Will there ever be a place for you and me? Wanderlust",54.94467163,19.39062226,-0.412,1674,Rock,2
0.563,0.882,8,-4.152,0,0.0639,0.0297,0.000231,0.146,0.469,123.945,audio_features,4MUvaBckjtNGlxX1IuHDPW,spotify:track:4MUvaBckjtNGlxX1IuHDPW,https://api.spotify.com/v1/tracks/4MUvaBckjtNGlxX1IuHDPW,https://api.spotify.com/v1/audio-analysis/4MUvaBckjtNGlxX1IuHDPW,261200,4,54,The Neighbourhood,I Love You.,4/19/13,Float," Imagine breathing inImagine leaving all your air behindWhat matters in the endA matter of opinion 'til you find out Life can only mean hardly anythingAll I'll ever be is partly settled in They show you how to swimThen they throw you in the deep endI've been learning sinceBut it doesn't mean I'll float, oh, noI won't float, no, no, no, no, won't float I had a funny sleepI didn't have a dream 'cause I don't believe in them Life can only mean hardly anythingAll I'll ever be is partly settled in They show you how to swimThen they throw you in the deep endWell, I've been learning sinceBut it doesn't mean I'll float, oh, no, no, noI won't float, no, no, no, no, no, no",13.7384634,12.87640915,-0.9913,1280,Rock,0
0.551,0.725,11,-6.005,1,0.034,0.127,0,0.0935,0.575,134.047,audio_features,2CepJuGl02QWDxRPc7gs0b,spotify:track:2CepJuGl02QWDxRPc7gs0b,https://api.spotify.com/v1/tracks/2CepJuGl02QWDxRPc7gs0b,https://api.spotify.com/v1/audio-analysis/2CepJuGl02QWDxRPc7gs0b,216893,4,0,Russell Dickerson,Yours - EP,10/24/16,Yours, I was a boat stuck in a bottleThat never got the chance to touch the seaJust forgot on the shelfNo wind in the sailsGoing nowhere with no one but meI was one in a hundred billionA burned out star in a galaxyJust lost in the sky wondering whyEveryone else shines out but me But I came to life when I first kissed youThe best me has his arms around youYou make me better than I was beforeThank God I'm yours I was a worn out set of shoesWandering the city streetAnother face in the crowdHead looking downLost in the sound of a lonely melodyEmpty pockets at a rouletteAlways landing on a lost betJust live for the spin and hope for the winGo all in just to lose again,73.3572998,21.47670822,0.9967,1463,Country,4
0.434,0.507,7,-6.627,1,0.029,0.0098,0.023,0.0963,0.15,110.066,audio_features,2oGtIqSqW7lEPKn5lIIQeS,spotify:track:2oGtIqSqW7lEPKn5lIIQeS,https://api.spotify.com/v1/tracks/2oGtIqSqW7lEPKn5lIIQeS,https://api.spotify.com/v1/audio-analysis/2oGtIqSqW7lEPKn5lIIQeS,275187,4,44,Of Monsters and Men,My Head Is An Animal,1/1/12,Lakehouse," Oh, I miss the comfort of this houseWhere we are, where we areWhere we are, where we areThe floor under our feetWhispers out""Come on in, come on inWhere it all begins"" Can you chaseThe fire away?Can you chaseThe fire away? We climbed up to the top in worn-out shoesBut she ran down, she ran downShe ran down to the houseA fox that gains our trustBut then breaks it as he walksAway from usAway from us",30.02287865,16.84780085,-0.961,1496,Folk,0
0.708,0.791,10,-5.27,0,0.0504,0.186,0,0.125,0.796,94.98,audio_features,2SfwggePc6XkmG5vkRZ325,spotify:track:2SfwggePc6XkmG5vkRZ325,https://api.spotify.com/v1/tracks/2SfwggePc6XkmG5vkRZ325,https://api.spotify.com/v1/audio-analysis/2SfwggePc6XkmG5vkRZ325,151968,4,34,SFB,77 Nachten,7/7/17,25 To Life," Yah yah yah yahYah yah yah yahYeah yeah yeah yeahTell 'em it's a... Ik... ah fuck je lil' baby bitch, als ik je city hit  Ben met Barianno, dat's een 30 clip  Main bitch out your league too, ahSide bitch out of your league too, ahHmm... Yah yah yah yah  Als iemand met je praat dan zet ik drama  Breng die shit terug net als karma, aye, yeah  Ik ga je niet bevelen voor een Whine and KotchWant ik ben in love met jou  En ik ben niet het type die met dingen rusht, maar ik weet niet wat ik anders zou...Moeten doen voor een girl als jouBen een real badman en ik ben real met jouKan niet veel met met jou, ik zet die drama want ik speel never toneel met jou   Ya yaIk heb het over voor jou meisjeIk wil die 25 to lifeIk ben je ride or die, oh IIk heb het over voor jou, yeahIk heb het over voor.. yeah yeah yeahIk heb het over voor jou Ik het over voor... ik heb het over voor... ik heb het over voor jou",61.90864944,20.62830015,-0.8309,2100,Hip hop,2
0.743,0.571,7,-6.054,0,0.145,0.24,0,0.291,0.495,119.054,audio_features,0ESJlaM8CE1jRWaNtwSNj8,spotify:track:0ESJlaM8CE1jRWaNtwSNj8,https://api.spotify.com/v1/tracks/0ESJlaM8CE1jRWaNtwSNj8,https://api.spotify.com/v1/audio-analysis/0ESJlaM8CE1jRWaNtwSNj8,213863,4,71,Travis Scott,Birds In The Trap Sing McKnight,9/16/16,beibs in the trap," That coca I just poured an eight in a literThrow some Jolly Rancher in, make it sweeterVersace my clothes, I'm with a white hoAnd she snortin' three lines like AdidasGot a black girl rollin' off mollyGot a white bitch snortin' up snowSay she want real niggas in the partyParents gon' leave the keys to the condo Bitch, close the door, there's shit on your nose  She said she want more, she said she want moreSo I'ma get more, yeah, I'ma get moreBitch, close the door, there's shit on your noseShe said she want more, she said she want moreSo I'ma get more, yeah, I'ma get more I just poured an eight in a literWith a white bitch sniffin' on BieberAre you sure you want to party with the demons?Bitch lookin' for a phone, I ain't seen itTold Frost bring the water, no FijiFree Stix, I'm poured up and I'm leanin'I got a couple pussy niggas in their feelings'Cause the main bitch wanna come see meShe said she want more, your girl is a hoYou need to let go, she fucked all my brosShe snortin' the snow  , now she's touchin' her toesShe got Anna Nicole all in her noseIf they kick down the door, we gon' get locked for sureShe said she want more, fuck it, I'ma get more  ",31.19260216,17.09505407,-0.9854,3108,Hip hop,2
0.411,0.893,7,-3.646,1,0.139,0.00563,0.00967,0.149,0.513,170.407,audio_features,2QiqwOVUctPRVggO9G1Zs5,spotify:track:2QiqwOVUctPRVggO9G1Zs5,https://api.spotify.com/v1/tracks/2QiqwOVUctPRVggO9G1Zs5,https://api.spotify.com/v1/audio-analysis/2QiqwOVUctPRVggO9G1Zs5,363853,4,64,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),1992,Wake Up," Come onUghCome on Although ya try to discredit, ya still never read itThe needle, I'll thread it, radically poeticStandin' with the fury that they had in '66And like E-Double ""I'm Mad"", still knee deep in the system's shitHoover, he was a body removerI'll give you a dose but it'll never come closeTo the rage built up inside of meFist in the air in the land of hypocrisyMovements come and movements goLeaders speak, movements cease when their heads are flown'Cause all these punks got bullets in their headsDepartments of police,   the judges  , the fedsNetworks at work, keeping people calmYou know they went after King when he spoke out on VietnamHe turned the power to the have-notsAnd then came the shot YeahYeah, back in this",95.59906006,22.67414588,-0.9504,2438,Hip hop,1
0.642,0.734,0,-6.788,0,0.031,0.1,3.19E-05,0.102,0.622,123.972,audio_features,0cNH1IsjBVRdeDcpwHAfve,spotify:track:0cNH1IsjBVRdeDcpwHAfve,https://api.spotify.com/v1/tracks/0cNH1IsjBVRdeDcpwHAfve,https://api.spotify.com/v1/audio-analysis/0cNH1IsjBVRdeDcpwHAfve,252034,4,48,Clean Bandit,Disconnect,6/23/17,Disconnect," I've been feeling anxious, ain't been feeling rightI've been staying up, yeah, staying up all nightI've been calling exes, trying to disconnectI can't cut the wires running 'round my head, head Need to look after myself, yeah, I need to take a breathNeed to look after my health, yeah, I need to disconnect Yeah, I need to take a breath, ooh-ooh-ooh-oohYeah, I need to disconnect, ooh-ooh-ooh-ooh, ooh-ooh, ooh-ooh I go all out all night yeah, I go home aloneSleeping in my bed, head beside my phone  Looking at a screen glowing in the dark  I just wanna dream, but I can't seem to switch off Need to look after myself, yeah, I need to take a breathNeed to look after my health, yeah, I need to disconnect Yeah, I need to take a breath, ooh-ooh-ooh-oohYeah, I need to disconnect, ooh-ooh-ooh-ooh, ooh-ooh, ooh-ooh",7.303866863,9.782947606,0.972,1483,Other,2
0.316,0.769,0,-5.283,0,0.0422,0.0142,0,0.0928,0.127,122.507,audio_features,4o0NjemqhmsYLIMwlcosvW,spotify:track:4o0NjemqhmsYLIMwlcosvW,https://api.spotify.com/v1/tracks/4o0NjemqhmsYLIMwlcosvW,https://api.spotify.com/v1/audio-analysis/4o0NjemqhmsYLIMwlcosvW,321147,4,0,Band of Horses,Everything All The Time,3/21/06,The Funeral," I'm coming up only to hold you underI'm coming up only to show you wrongAnd to know you is hard, we wonderTo know you all wrong, we were OohOoh Really too late to call so we wait forMorning to wake you is all we gotAnd to know me as hardly goldenIs to know me all wrong, they warn At every occasion, I'll be ready for the funeralAt every occasion once more, it's called the funeralAt every occasion, oh, I'm ready for the funeralAt every occasion, oh, one billion day funeral I'm coming up only to show you down forAnd coming up only to show you're wrongTo the outside, the dead leaves lay on the lawnFor they don't have trees to hang upon",50.92895126,19.65215781,-0.9871,1159,Folk,1
0.512,0.921,0,-3.463,1,0.0828,0.000225,0,0.0588,0.558,139.481,audio_features,1SZoPX6yKcuejHQ49DtDxr,spotify:track:1SZoPX6yKcuejHQ49DtDxr,https://api.spotify.com/v1/tracks/1SZoPX6yKcuejHQ49DtDxr,https://api.spotify.com/v1/audio-analysis/1SZoPX6yKcuejHQ49DtDxr,229444,4,7,The Offspring,Coming for You,1/30/15,Coming for You," Time to go and get our kicksDropping out and getting in the mix nowIn the back room, nothing to doWe're not bored, we're just sick of you, yeahYeah, sick of you Breakdown, takedown, now it's onSold out, blow out, Donkey KongWell, no, hell no, what you gonna doWhen they keep coming for you? See the shadows marching onYesterday's dreams are dead and goneDead and goneHear the cheering up aboveDown below, it's push and shoveYeah, push and shove Breakdown, takedown, now it's onSold out, blow out, Donkey KongWell, no, hell no, what you gonna doWhen they keep coming for you?Bet some, get some, knock you downLowdown, showdown, kiss the groundWell, no, hell no, what you gonna do?The wolf pack's staring at you, they'll be coming for you",22.32863235,15.44761678,-0.991,1216,Rock,1
0.499,0.72,11,-6.835,1,0.0443,0.125,0.000934,0.0592,0.25,99.971,audio_features,274J6TLWSLcHL2qIGS2vkW,spotify:track:274J6TLWSLcHL2qIGS2vkW,https://api.spotify.com/v1/tracks/274J6TLWSLcHL2qIGS2vkW,https://api.spotify.com/v1/audio-analysis/274J6TLWSLcHL2qIGS2vkW,166788,4,0,ARY,Already There,9/1/17,Already There," There was an avalancheIn it I found somethingI once forgotDeeper than my skin's wallsHuman embrace that takes meFurther out, now There's no need to comfort me'Cause I go where he goesAnd I know what he knows I'm already thereMoving like I careI'm already thereMoving like I care Watch me all dance and singShow you a love you've neverFelt beforeI'll be your favorite thingEvery time you comeI want you more",62.43899918,20.45336231,0.9955,912,Other,2
0.689,0.377,1,-8.761,1,0.0397,0.285,0,0.268,0.294,143.946,audio_features,0SK9wxN40P6jlcMfTSAe0V,spotify:track:0SK9wxN40P6jlcMfTSAe0V,https://api.spotify.com/v1/tracks/0SK9wxN40P6jlcMfTSAe0V,https://api.spotify.com/v1/audio-analysis/0SK9wxN40P6jlcMfTSAe0V,210738,4,58,Lorde,Pure Heroine (Extended),1/1/13,Glory And Gore," There's a humming in the restless summer airAnd we're slipping off the course that we preparedBut in all chaos, there is calculation  Dropping glasses just to hear them breakYou've been drinking like the world was gonna end  Took a shiner from the fist of your best friend  It's clear that someone's gotta goWe mean it, but I promise we're not mean And the cry goes out  They lose their minds for usAnd how it plays out  Now we're in the ring and we're coming for blood   You could try and take us  But we're the gladiators  Everyone a rager  But secretly they're savioursGlory and gore go hand in handThat's why we're making headlines  You could try and take us  But victory's contagious",63.50815201,20.75584214,0.9965,2283,Other,1
0.732,0.738,1,-5.83,1,0.0519,0.0356,0.000177,0.166,0.555,96.982,audio_features,4fhVodXZARPX0oTuQh8V9l,spotify:track:4fhVodXZARPX0oTuQh8V9l,https://api.spotify.com/v1/tracks/4fhVodXZARPX0oTuQh8V9l,https://api.spotify.com/v1/audio-analysis/4fhVodXZARPX0oTuQh8V9l,211758,4,0,Astrid S,Breathe,3/10/17,Breathe," I forget to It's been a week since you hit my bedAnd since then, you've started living in my head, ehSeven days, and I'm nearly deadNever thought that I'd rebootBut you're a different kind of new It's like I feel everything more  All my body knows it when you reach my floor, ehMy heart is beating down the doorAnd now I'm stocking up on oxygen 'Cause when I see youI forget to bre-e-eatheI forget to bre-e-eatheI forget to bre-e-eatheI forget to, when I'm with you  If I could just inhale some chillIt's like I'm living out in spaceHow am I still here?Did you slip me a magic pill?Got me lifted like an astronautNo helmet on and my lungs just stop",46.26360703,18.73356522,-0.9955,1699,Other,0
0.549,0.902,11,-2.98,1,0.197,0.185,0,0.0428,0.738,93.973,audio_features,1RiUtdCPmQJ3VjxHEnGqpI,spotify:track:1RiUtdCPmQJ3VjxHEnGqpI,https://api.spotify.com/v1/tracks/1RiUtdCPmQJ3VjxHEnGqpI,https://api.spotify.com/v1/audio-analysis/1RiUtdCPmQJ3VjxHEnGqpI,216373,4,0,Estelle,Shine,3/28/08,No Substitute Love," You know who it is Oh boy, oh boyI'm not your substitute lover  , oh noSaid boy, oh boy, I'm not your substitute lover, oh no I know it would have been nice if I coulda had your bodyKnowing that everybody ain't been with you  But you told me lies, you made me give my heart awayBut now I know the games you play  So I'm through with you   Listen boy, oh boy, oh boyI'm not your substitute lover, oh noSaid boy, oh boy, I'm not your substitute lover, oh no You know there's gonna be a fight if these chicks keep calling you at nightI seen that text you're tryin' to hide, see I know the truthMust be outta your mind, you thought you'd never see the dayYou thought I'd let a player play, but I'ma upgrade you",22.22540092,15.33854587,-0.9978,2066,Other,2
0.206,0.47,3,-7.205,1,0.0333,0.125,0.000454,0.0907,0.137,139.076,audio_features,6YAbIZPjyQ5euHxyxUgRoQ,spotify:track:6YAbIZPjyQ5euHxyxUgRoQ,https://api.spotify.com/v1/tracks/6YAbIZPjyQ5euHxyxUgRoQ,https://api.spotify.com/v1/audio-analysis/6YAbIZPjyQ5euHxyxUgRoQ,277400,4,48,Coldplay,Fix You,9/5/05,Fix You," When you try your best, but you don't succeedWhen you get what you want, but not what you needWhen you feel so tired, but you can't sleepStuck in reverseAnd the tears come streaming down your faceWhen you lose something you can't replaceWhen you love someone, but it goes to wasteCould it be worse? Lights will guide you homeAnd ignite your bonesAnd I will try to fix you And high up above or down belowWhen you're too in love to let it goBut if you never try, you'll never knowJust what you're worth Lights will guide you homeAnd ignite your bonesAnd I will try to fix you",16.97180557,13.94802254,-0.9376,1159,Other,1
0.61,0.698,4,-8.44,0,0.0276,0.213,0.035,0.193,0.688,112.624,audio_features,4a5XE0MLRfMo7JmZFTxvR3,spotify:track:4a5XE0MLRfMo7JmZFTxvR3,https://api.spotify.com/v1/tracks/4a5XE0MLRfMo7JmZFTxvR3,https://api.spotify.com/v1/audio-analysis/4a5XE0MLRfMo7JmZFTxvR3,273080,4,38,Real Estate,Atlas,3/3/14,Past Lives," I cannot come back to this neighborhoodWithout feeling my own ageI walk past these houses where we once stoodI see past lives but somehow you're still here Underneath this canopyAll lit up above usOh, but I can seeThe sky is not the only thing that changes rapidly This is not the same place I used to knowBut it still has that same old soundAnd even the lights on this yellow roadAre the same as when this was our town Underneath this canopyAll lit up above usOh, but I can seeThe sky is not the only thing that changes rapidly And even the lights on this yellow roadAre the same as when this was our town",17.24909592,14.02785342,-0.0477,697,Folk,1
0.445,0.26,4,-8.775,1,0.0435,0.953,3.27E-06,0.105,0.423,143.431,audio_features,14Ch95oEbCcSBNX7gZdag9,spotify:track:14Ch95oEbCcSBNX7gZdag9,https://api.spotify.com/v1/tracks/14Ch95oEbCcSBNX7gZdag9,https://api.spotify.com/v1/audio-analysis/14Ch95oEbCcSBNX7gZdag9,188377,4,47,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),11/6/15,Leave Your Lover," I don't have much to give, but I don't care for goldWhat use is money, when you need someone to hold?Don't have direction, I'm just rolling down this roadWaiting for you to bring me in from out the cold You'll never know the endless nightsThe rhyming of the rainOr how it feels to fall behindAnd watch you call his name Pack up and leave everythingDon't you see what I can bring?Can't keep this beating heart at baySet my midnight sorrow freeI will give you all of meJust leave your lover, leave him for meLeave your lover, leave him for me We sit in bars and raise our drinks to growing oldOh, I'm in love with you and you will never knowBut if I can't have you I'll walk this life aloneSpare you the rising storm and let the rivers flow",40.61650467,18.10929653,0.909,1197,Other,1
0.607,0.405,9,-8.607,1,0.0265,0.539,6.70E-06,0.231,0.233,129.543,audio_features,3ou9rSNUQnE7XYmJkUUIOc,spotify:track:3ou9rSNUQnE7XYmJkUUIOc,https://api.spotify.com/v1/tracks/3ou9rSNUQnE7XYmJkUUIOc,https://api.spotify.com/v1/audio-analysis/3ou9rSNUQnE7XYmJkUUIOc,223040,4,65,Coldplay,A Rush of Blood to the Head,8/8/02,Green Eyes," Honey, you are a rockUpon which I standAnd I come here to talkI hope you understand The green eyesYeah, the spotlight shines upon youAnd how could anybody deny you I came here with a loadAnd it feels so much lighterNow I met youAnd, honey, you should knowThat I could never go on without youGreen eyes Honey, you are the seaUpon which I floatAnd I came here to talkI think you should know That green eyesYou're the one that I wanted to findAnd anyone who tried to deny youMust be out of their mind",34.18841934,17.65943527,0.0772,839,Other,1
0.657,0.752,9,-3.524,0,0.0764,0.112,0,0.134,0.394,140.084,audio_features,1IYMNvqEMDwQyL60eT54uY,spotify:track:1IYMNvqEMDwQyL60eT54uY,https://api.spotify.com/v1/tracks/1IYMNvqEMDwQyL60eT54uY,https://api.spotify.com/v1/audio-analysis/1IYMNvqEMDwQyL60eT54uY,224841,4,36,Fetty Wap,With You,1/5/18,With You," You make it feel it like yeah, yeahOoh, what a feelin’, I'm feelin’, you make it feel so goodGirl, you run through my mind on the dailyI see you, don't know what to say to you Ay, I want you bad, won't play witchuNeed you bad, let me stay witchuGirl, you bad, they ain't witchuOnly be wantin’ you, babyGirl, you bad, they ain't witchuI need you bad, let me stay witchuI want you bad, won't play witchuKnow I be driving you crazyWhen I'm with you, I swear we be goin’, we be rollin’, ayI’m layin’ out the world, worldWhen I'm with you, I swear we be goin’ we be rollin’Run through my mind on the dailyI see you don’t know what to say to youSee you, don’t know what to say to youSee you, don’t know what to say to you When I'm with you, I swear we be goin’, we be rollin’, ayI’m layin’ out the world, worldWhen I'm with you, I swear we be goin’ we be rollin’And I’m layin’ out the world, world",8.230042458,10.43529386,-0.969,3013,Hip hop,2
0.782,0.534,7,-5.401,1,0.0281,0.73,4.14E-06,0.13,0.917,100.565,audio_features,7if2mDYRGkYTUMzlNgiNqv,spotify:track:7if2mDYRGkYTUMzlNgiNqv,https://api.spotify.com/v1/tracks/7if2mDYRGkYTUMzlNgiNqv,https://api.spotify.com/v1/audio-analysis/7if2mDYRGkYTUMzlNgiNqv,211929,4,0,Joan Sebastian,Tatuajes,2/9/96,Tatuajes,Hiriendo mi felicidad me alejoA petición de tu orgullo me iréAunque eres mi necesidad te dejoPero eso de que te olvide no séTatuajes de tus besos llevo en todo mi cuerpoTatuados sobre el tiempo el tiempo que te conocíSe me hizo vicio ver tus ojos respirar tu alientoMe voy pero te llevo dentro de míAtendiendo a tu razón me marchoVíctima de un alter ego me voyCon otro amor el corazón me parchoSeguro de que te olvide no estoyTatuajes de tus besos llevo en todo mi cuerpoTatuados sobre el tiempo el tiempo que te conocíSe me hizo vicio ver tus ojos respirar tu alientoMe voy pero te llevo dentro de míTatuajes de tus besos llevo en todo mi cuerpoTatuados sobre el tiempo el tiempo que te conocíSe me hizo vicio ver tus ojos respirar tu alientoMe voy pero te llevo dentro de mí,10.3664875,11.53698543,0.1531,827,Other,3
0.589,0.95,2,-2.742,0,0.341,0.0224,0.000119,0.161,0.674,127.835,audio_features,1ObQx60VdEzrUgwZeDRg1w,spotify:track:1ObQx60VdEzrUgwZeDRg1w,https://api.spotify.com/v1/tracks/1ObQx60VdEzrUgwZeDRg1w,https://api.spotify.com/v1/audio-analysis/1ObQx60VdEzrUgwZeDRg1w,191250,4,30,Cedric Gervais,With You,3/7/16,With You," There's something I can't hideYou're always in my headSomething I can't deny, noYou take me to that placeA place I can't resistLoving you is bliss, I've no doubt I'm in Heaven when I'm with youI'm in Heaven when I'm with youWhen I'm with you, when I'm with youWhen I'm with you, when I'm with youWhen I'm with you When I'm with you, when I'm with youWhen I'm with you, when I'm with youWhen I'm with you There's something I can't hideYou're always in my headSomething I can't deny, noYou take me to that placeA place I can't resistLoving you is bliss, I've no doubt",3.909423113,6.646525241,0.9636,996,Other,0
0.513,0.683,5,-6.185,1,0.032,0.339,0.739,0.0871,0.153,120.056,audio_features,5LXj9Ch3O9ATm1NoHT8GXn,spotify:track:5LXj9Ch3O9ATm1NoHT8GXn,https://api.spotify.com/v1/tracks/5LXj9Ch3O9ATm1NoHT8GXn,https://api.spotify.com/v1/audio-analysis/5LXj9Ch3O9ATm1NoHT8GXn,355172,4,48,Coldplay,Hypnotised,3/2/17,Hypnotised," Been rusting in the rubbleRunning to a faintNeed a brand new coat of paintFound myself in troubleThinking about what ain'tNever gonna be a saint Saying float like an eagleFall like the rainPouring to put out the painOh again and again Now I'm hyp, hypnotisedYeah I trip, when I look in your eyesOh I'm hyp, hypnotizedYeah I slip and I'm mesmerized It's easy to be lethalI'm learning from the newsIt's a guidebook for the bluesSaying it's the very same steeplePeople want to chooseThey just see it from different views",96.93048859,22.68701111,0.8807,975,Other,2
0.876,0.731,9,-6.581,1,0.283,0.0347,8.15E-06,0.057,0.513,124.975,audio_features,54IVQ95Dhz0uRICn9P45i9,spotify:track:54IVQ95Dhz0uRICn9P45i9,https://api.spotify.com/v1/tracks/54IVQ95Dhz0uRICn9P45i9,https://api.spotify.com/v1/audio-analysis/54IVQ95Dhz0uRICn9P45i9,173239,4,21,BangBros,Bruin Brood,10/20/17,Paris," Prr-prrprr, prrrrIs ya bitch calling me right nowI might pick up, yeahYung Felix, ya dumb motherfuckerVieze guy ya sah, seh, ey M'n bitch is echt bad nu  Kijk is hoe ik swag nuBen gekomen van ver nuMoney lang we doen eng nuIk ga shoppen in Paris  Money lang, limousineIk ga shoppen in Paris  Money lang, limousineIk ga shoppen in Paris-ris-risIk ga shoppen in Paris  Ik ga shoppen in Paris-ris-risIk ga shoppen in Paris   Ik ga shoppen in ParisBangbros back jullie raken in paniekShawty ga laag, superlaag nu pa miWil ze niet horen, ewa dan nietOn to the next one, je weet ik pak cheques manNike is the plug, elke dag nieuwe techs onIk ben bulletproof, Young Murda is teflonOmin jonkoSeh-seh springen uit die coupeIk was bij George, voor een frisse coupeShawty in de vip, maar weet niet wat je zoektYou will get this dick girl, dat is mijn moodYou will get the dick bitch, dat is mijn mood",92.4359436,22.63258135,-0.9966,2765,Hip hop,2
0.619,0.579,4,-9.307,1,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,audio_features,4alHo6RGd0D3OUbTPExTHN,spotify:track:4alHo6RGd0D3OUbTPExTHN,https://api.spotify.com/v1/tracks/4alHo6RGd0D3OUbTPExTHN,https://api.spotify.com/v1/audio-analysis/4alHo6RGd0D3OUbTPExTHN,225627,4,70,The Cars,The Cars,6/6/78,Just What I Needed," I don't mind you comin' hereAnd wastin' all my time'Cause when you're standin' oh so nearI kinda lose my mind It's not the perfume that you wearIt's not the ribbons in your hairAnd I don't mind you comin' hereAnd wastin' all my time I don't mind you hangin' outAnd talkin' in your sleepIt doesn't matter where you've beenAs long as it was deep, yeah You always knew to wear it well andYou look so fancy I can tellAnd I don't mind you hangin' outAnd talkin' in your sleep I guess you're just what I needed I needed someone to feedI guess you're just what I needed I needed someone to bleed",13.6250124,12.73304796,0.8436,1481,Rock,0
0.611,0.95,9,-4.278,1,0.0516,0.0194,0.000109,0.0816,0.852,154.467,audio_features,5Yihfvz56HKVjPJQm2uHbJ,spotify:track:5Yihfvz56HKVjPJQm2uHbJ,https://api.spotify.com/v1/tracks/5Yihfvz56HKVjPJQm2uHbJ,https://api.spotify.com/v1/audio-analysis/5Yihfvz56HKVjPJQm2uHbJ,167053,4,31,Said The Whale,hawaiii,1/1/13,I Love You, When I learned that I had a brotherI made up a dance for youWe'd be crime fighters togetherAnd do things that brothers doWhen you told me about his motherAnd all that she'd been throughWhat could I do You got it wrong but I love youYou're kinda rough but I love youWe get along and I love youYou know you know you know I love you When I learned I had a sisterI pretended to hate herI'd seen it on TVI knew exactly what to doWhen I found it outThat she had her very own daughterWhat could I do You're kinda sad but I love youYou're kinda rough but I love youWe get along and I love youYou know you know you know I love you,14.08960819,13.13900582,0.9998,1792,Other,4
0.66,0.969,3,-3.63,1,0.0346,0.011,0.00225,0.116,0.48,127.989,audio_features,54fyVsVauzPwruLvGnBe3i,spotify:track:54fyVsVauzPwruLvGnBe3i,https://api.spotify.com/v1/tracks/54fyVsVauzPwruLvGnBe3i,https://api.spotify.com/v1/audio-analysis/54fyVsVauzPwruLvGnBe3i,191627,4,0,Martin Solveig,Hello,11/26/10,Hello,"   I could stick around and get along with youHello, oh-oh-ohIt doesn't really mean that I'm into youHello, oh-oh-oh You're alright but I'm here, darling, to enjoy the partyDon't get too excited 'cause that's all you'll get from me, heyYeah, I think you're cute, but really you should know I just came to say helloHello, hello, hello, oh-oh-ohI'm not the kinda girl to get messed up with youHello, oh-oh-ohI'mma let you try to convince me toHello, oh-oh-oh Oh, it's alright, I'm getting dizzy, just enjoy the partyIt's okay with me if you don't have that much to say, heyKinda like this game, but there's something you should know",16.51655197,13.78811821,0.9997,1965,Other,3
